dataSource,scientificName,taxonRank,basisOfRecord,family,genus,species,date,year,dataset_id,dayOfYear,latitude,longitude,verbatimTrait,trait,annotationID,mappedTraits
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-20,2020,3,264,41.745537,-74.119392,Open flowers (1),open flower present,npn:25342972,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-21,2020,-9999,265,42.275463,-73.59787,Open flowers (1),open flower present,npn:23753258,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-23,2020,3,267,39.90163,-86.175911,Open flowers (1),open flower present,npn:23702081,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2020-09-23,2020,3,267,39.666401,-79.940399,Open flowers (1),open flower present,npn:23704534,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2020-09-23,2020,3,267,39.666401,-79.940399,Open flowers (1),open flower present,npn:23704905,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-09-23,2020,-9999,267,36.440838,-84.323586,Open flowers (1),open flower present,npn:24607452,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-09-23,2020,-9999,267,47.910019,-97.023216,Open flowers (1),open flower present,npn:23708253,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2020-09-24,2020,-9999,268,41.433689,-81.693153,Open flowers (1),open flower present,npn:23739112,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-25,2020,3,269,41.745537,-74.119392,Open flowers (1),open flower present,npn:23722361,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-25,2020,-9999,269,41.745537,-74.119392,Open flowers (1),open flower present,npn:23729652,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-25,2020,-9999,269,41.745537,-74.119392,Open flowers (1),open flower present,npn:23735629,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-09-27,2020,-9999,271,47.910019,-97.023216,Open flowers (1),open flower present,npn:23738566,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-27,2020,3,271,41.745537,-74.119392,Open flowers (1),open flower present,npn:25342551,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-27,2020,3,271,47.143215,-93.431,Open flowers (1),open flower present,npn:23740237,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-09-28,2020,-9999,272,36.440838,-84.323586,Open flowers (1),open flower present,npn:24609338,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-29,2020,3,273,47.143215,-93.431,Open flowers (1),open flower present,npn:23796418,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-09-29,2020,-9999,273,36.440838,-84.323586,Open flowers (1),open flower present,npn:24609643,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-09-30,2020,3,274,39.90163,-86.175911,Open flowers (1),open flower present,npn:23760090,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-10-01,2020,-9999,275,36.440838,-84.323586,Open flowers (1),open flower present,npn:24638690,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-10-01,2020,-9999,275,41.745537,-74.119392,Open flowers (1),open flower present,npn:23775920,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum laeve,species,Human Observation,Asteraceae,Symphyotrichum,laeve,2020-10-01,2020,-9999,275,41.433689,-81.693153,Open flowers (1),open flower present,npn:23787228,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-10-01,2020,-9999,275,41.433689,-81.693153,Open flowers (1),open flower present,npn:23787189,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-10-02,2020,-9999,276,36.440838,-84.323586,Open flowers (1),open flower present,npn:24638995,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-10-02,2020,-9999,276,41.745537,-74.119392,Open flowers (1),open flower present,npn:23796228,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum ericoides,species,Human Observation,Asteraceae,Symphyotrichum,ericoides,2020-10-03,2020,-9999,277,36.440838,-84.323586,Open flowers (1),open flower present,npn:24641236,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
National Phenology Network,Symphyotrichum novae-angliae,species,Human Observation,Asteraceae,Symphyotrichum,novae-angliae,2020-10-04,2020,3,278,41.745537,-74.119392,Open flowers (1),open flower present,npn:25341443,"open flower present,non-senesced flower present,flower present,reproductive shoot system present,reproductive structure present,plant structure present"
